"timestamp","label","/INPUTS","ga.baselineOceanVoyPowerUse","ga.baselineTotalPowerUse","ga.bladeLength[0]","ga.numBulbs[0]","ga.panelEff[0]","ga.panelRating[0]","ga.surfaceArea[0]","ga.tileCount[0]","ga.turbineCount[0]","/OUTPUTS","Constraint ( ga.breakEvenYear-11<0.0 )[0]","Constraint ( ga.totalInitialInvestment-400000<0.0 )[0]","Objective_0","driver.workflow.itername","ga.breakEvenYear","ga.originalEnergyCost","ga.totalEnergyCost","ga.totalEnergySaved","ga.totalFlowProtein","ga.totalInitialInvestment","ga.totalPowerConsumed","ga.totalPowerProduced","ga.totalPowerProtein","ga.totalPowerSand","ga.year5Roi","/METADATA","retries","max_retries","parent_uuid","msg"
1406245296.386,"","",16522761.0,27765028.9,2.0451779320148633,5.6077044427032483,0.17765366299953286,136.6723918447025,460.07532673878671,19.739520169743219,21.836606771155736,"",378.0,38027609.640459411,37933576.464897037,"2",389.0,2776502.89,2677696.2548875259,870958.79753286578,57997.59164290734,38427609.640459411,26776962.548875257,117107.55359187552,4069989.9108448913,11581286.691622244,-37933576.464897037,"","","","",""
1406245296.398,"","",16522761.0,27765028.9,2.4816301511857688,27.244890040650954,0.19641036952296681,430.96031982452018,345.80714433068897,75.22693893992232,2.8120230712039618,"",705.1666666666666,67646885.16796197,67571771.466389149,"3",716.1666666666666,2776502.89,2681480.1496854369,870958.79753286578,57997.59164290734,68046885.16796197,26814801.496854369,79268.605612765154,4069989.9108448913,11581286.691622244,-67571771.466389149,"","","","",""
1406245296.405,"","",16522761.0,27765028.9,1.5727669046591921,20.302313684024625,0.12691707732174587,444.43706842637818,88.974864324092721,75.092946557585321,23.841090857416223,"",45.583333333333336,4695115.1775840782,4644383.9469781462,"4",56.583333333333336,2776502.89,2686356.6438788138,870958.79753286578,57997.59164290734,5095115.1775840782,26863566.438788138,30503.663678998048,4069989.9108448913,11581286.691622244,-4644383.9469781462,"","","","",""
1406245296.411,"","",16522761.0,27765028.9,1.7634508652716048,13.68170103762488,0.21560563183854609,403.919920040335,94.600575120896394,87.675954606956964,21.486881375527361,"",45.75,4784963.060963152,4728066.8324201964,"5",56.75,2776502.89,2685123.6442914093,870958.79753286578,57997.59164290734,5184963.060963152,26851236.442914091,42833.659553041987,4069989.9108448913,11581286.691622244,-4728066.8324201964,"","","","",""
1406245296.422,"","",16522761.0,27765028.9,2.3311377623610969,16.72423324828765,0.2222712449261246,128.30510566753389,712.49017043408014,42.280945140152262,23.647267329266143,"",781.0,85359313.950073704,85217855.901389241,"6",792.0,2776502.89,2668211.2802631087,870958.79753286578,57997.59164290734,85759313.950073704,26682112.802631084,211957.29983604961,4069989.9108448913,11581286.691622244,-85217855.901389241,"","","","",""
1406245296.434,"","",16522761.0,27765028.9,1.9418757249025722,34.323088530176975,0.097189529202231131,419.45498655910131,381.51355536518736,12.612866144693555,14.111263185929904,"",866.25,80980020.438646674,80916161.02709952,"7",877.25,2776502.89,2683731.0076905708,870958.79753286578,57997.59164290734,81380020.438646674,26837310.076905705,56760.025561430768,4069989.9108448913,11581286.691622244,-80916161.02709952,"","","","",""
1406245296.449,"","",16522761.0,27765028.9,1.70156245778524,21.337017305442394,0.240183320530858,177.34211496543131,780.67216494778893,74.117523645851392,0.15199377662341007,"",1306.9166666666667,141285527.76540363,141147961.38051116,"8",1317.9166666666667,2776502.89,2668989.6130215083,870958.79753286578,57997.59164290734,141685527.76540363,26689896.130215082,204173.97225205103,4069989.9108448913,11581286.691622244,-141147961.38051116,"","","","",""
1406245296.47,"","",16522761.0,27765028.9,2.1523808366726271,22.392509952105407,0.082995885553809032,215.40016359084797,798.39733006802169,17.246369072705711,4.0816659339082566,"",1919.6666666666667,182796285.09863368,182721837.9291625,"9",1930.6666666666667,2776502.89,2681613.4561057659,870958.79753286578,57997.59164290734,183196285.09863368,26816134.561057657,77935.541409476864,4069989.9108448913,11581286.691622244,-182721837.9291625,"","","","",""
1406245296.478,"","",16522761.0,27765028.9,2.1120462687178851,39.749396337438725,0.072595051709444275,268.30183088908353,313.78954125059636,20.820402157753371,18.905378313124135,"",373.9166666666667,35075351.035992034,35014470.096438408,"10",384.9166666666667,2776502.89,2684326.7020892757,870958.79753286578,57997.59164290734,35475351.035992034,26843267.020892754,50803.081574379845,4069989.9108448913,11581286.691622244,-35014470.096438408,"","","","",""
1406245296.492,"","",16522761.0,27765028.9,1.8409181832344856,33.546186780211265,0.23702390331097656,276.12602898782666,560.34601961121439,28.039783164183074,20.082934967115946,"",1086.8333333333333,113385481.52908802,113267247.35050356,"11",1097.8333333333333,2776502.89,2672856.0542831104,870958.79753286578,57997.59164290734,113785481.52908802,26728560.542831104,165509.55963602889,4069989.9108448913,11581286.691622244,-113267247.35050356,"","","","",""
1406245296.518,"","",16522761.0,27765028.9,1.8103283384124194,33.364501231246933,0.13168280019782977,442.19766969585731,690.42960610604757,96.91521002462342,21.70899130744467,"",2809.4166666666665,279340687.79619014,279244757.80987418,"12",2820.4166666666665,2776502.89,2677316.8927368033,870958.79753286578,57997.59164290734,279740687.79619014,26773168.92736803,120901.17509910323,4069989.9108448913,11581286.691622244,-279244757.80987418,"","","","",""
1406245296.528,"","",16522761.0,27765028.9,1.9369970616449133,30.517400869562511,0.068235705405774477,396.37793635500856,312.30414122123494,48.30772371114481,24.760716456572553,"",550.6666666666666,51428681.819512598,51367273.550252885,"13",561.6666666666666,2776502.89,2684221.236148058,870958.79753286578,57997.59164290734,51828681.819512598,26842212.361480579,51857.740986556324,4069989.9108448913,11581286.691622244,-51367273.550252885,"","","","",""
1406245296.538,"","",16522761.0,27765028.9,1.9926880840911005,29.804534029405183,0.18148587163779556,193.84791740160563,430.62299448883743,69.349610518959622,1.9645421826834095,"",486.8333333333333,47310142.55038958,47230931.309571698,"14",497.8333333333333,2776502.89,2680660.641836423,870958.79753286578,57997.59164290734,47710142.55038958,26806606.418364227,87463.684102906278,4069989.9108448913,11581286.691622244,-47230931.309571698,"","","","",""
1406245296.563,"","",16522761.0,27765028.9,2.0999275494819081,4.3015831471609864,0.078800119442849245,254.91102542632052,910.27327106976759,86.751933766149293,10.28998485011792,"",2917.25,281599215.55378944,281517700.31717604,"15",2928.25,2776502.89,2680199.8426773222,870958.79753286578,57997.59164290734,281999215.55378944,26801998.42677322,92071.675693914454,4069989.9108448913,11581286.691622244,-281517700.31717604,"","","","",""
1406245296.569,"","",16522761.0,27765028.9,1.7043748517825545,18.429112110668342,0.12565339330886541,199.70125815814885,226.74554311833663,27.504718335176104,5.2260687894437607,"",142.25,13493562.676401453,13440237.24896699,"16",153.25,2776502.89,2685837.8045131075,870958.79753286578,57997.59164290734,13893562.676401453,26858378.045131072,35692.057336061662,4069989.9108448913,11581286.691622244,-13440237.24896699,"","","","",""
1406245296.575,"","",16522761.0,27765028.9,2.0114067972688172,6.194169784491157,0.076999751890715701,257.02239876810705,98.2698920526949,38.606173687930919,7.2980105171711411,"",30.25,3257205.4896443337,3213049.1012118198,"17",41.25,2776502.89,2687671.6123134973,870958.79753286578,57997.59164290734,3657205.4896443337,26876716.123134971,17353.97933216222,4069989.9108448913,11581286.691622244,-3213049.1012118198,"","","","",""
1406245296.588,"","",16522761.0,27765028.9,2.418403503785211,6.9349303731581067,0.23249713944055844,324.67864121078219,530.64851680619142,93.972451786175355,22.634691159501898,"",1137.0,119681748.19445366,119558718.3670266,"18",1148.0,2776502.89,2671896.9245145894,870958.79753286578,57997.59164290734,120081748.19445366,26718969.245145891,175100.85732124353,4069989.9108448913,11581286.691622244,-119558718.3670266,"","","","",""
1406245296.611,"","",16522761.0,27765028.9,1.5212419197911369,33.604267754544423,0.23788285607033716,244.02331551177804,918.15470651442251,79.180097141221012,7.240473035748729,"",2409.4166666666665,269178844.72704256,269021946.40964103,"19",2420.4166666666665,2776502.89,2665123.2265196978,870958.79753286578,57997.59164290734,269578844.72704256,26651232.265196975,242837.8372701582,4069989.9108448913,11581286.691622244,-269021946.40964103,"","","","",""
1406245296.616,"","",16522761.0,27765028.9,2.4142113937859495,15.433082555313945,0.21122840494225689,155.27887102591572,156.601761976668,65.581006991499947,6.4063191909023764,"",47.583333333333336,4978168.997796651,4918923.8218789175,"20",58.583333333333336,2776502.89,2684653.8548164535,870958.79753286578,57997.59164290734,5378168.997796651,26846538.548164532,47531.554302601762,4069989.9108448913,11581286.691622244,-4918923.8218789175,"","","","",""
1406245296.621,"","",16522761.0,27765028.9,2.3459579670964978,33.304743617009208,0.19280719152121464,187.44168051944689,2.6383929393174412,96.135647700069597,8.4776223014769201,"",-6.0,35645.23533482186,-7324.0428155522095,"21",5.0,2776502.89,2687909.0343699255,870958.79753286578,57997.59164290734,435645.23533482186,26879090.343699254,14979.758767880832,4069989.9108448913,11581286.691622244,7324.0428155522095,"","","","",""
1406245296.643,"","",16522761.0,27765028.9,1.754962388371998,29.807708627061487,0.18366360910004734,346.70355491112798,735.56076139921538,52.423010505181345,24.84504011672016,"",2366.5,247227917.44028369,247107133.59464625,"22",2377.5,2776502.89,2672346.1208725115,870958.79753286578,57997.59164290734,247627917.44028369,26723461.208725113,170608.8937420201,4069989.9108448913,11581286.691622244,-247107133.59464625,"","","","",""
1406245296.654,"","",16522761.0,27765028.9,1.6340593992418011,26.139132465850533,0.21822886419948762,156.18139778418765,682.48458139223419,4.239715147196641,17.569445329726264,"",902.9166666666666,95323466.033527836,95199726.727687865,"23",913.9166666666666,2776502.89,2671755.0288320072,870958.79753286578,57997.59164290734,95723466.033527836,26717550.288320072,176519.81414706103,4069989.9108448913,11581286.691622244,-95199726.727687865,"","","","",""
1406245296.664,"","",16522761.0,27765028.9,1.5854989359301197,14.010781025210033,0.2326106963848486,224.66121081383079,474.55257896049852,30.042364512521726,8.4438674921800292,"",656.75,66214155.503931507,66115345.427573524,"24",667.75,2776502.89,2676740.8747284031,870958.79753286578,57997.59164290734,66614155.503931507,26767408.747284029,126661.35518310776,4069989.9108448913,11581286.691622244,-66115345.427573524,"","","","",""
