"timestamp","label","/INPUTS","ga.baselineOceanVoyPowerUse","ga.baselineTotalPowerUse","ga.bladeLength[0]","ga.numBulbs[0]","ga.panelEff[0]","ga.panelRating[0]","ga.surfaceArea[0]","ga.tileCount[0]","ga.turbineCount[0]","/OUTPUTS","Constraint ( ga.breakEvenYear-12<0.0 )[0]","Constraint ( ga.totalInitialInvestment-400000<0.0 )[0]","Objective_0","driver.workflow.itername","ga.breakEvenYear","ga.originalEnergyCost","ga.totalEnergyCost","ga.totalEnergySaved","ga.totalFlowProtein","ga.totalInitialInvestment","ga.totalPowerConsumed","ga.totalPowerProduced","ga.totalPowerProtein","ga.totalPowerSand","ga.year5Roi","/METADATA","retries","max_retries","parent_uuid","msg"
1406245341.189,"","",16522761.0,27765028.9,1.7377273001341087,1.0958812151641837,0.14458443206856916,170.32945444135504,124.89896778089349,35.641672232742124,19.215543243963253,"",30.833333333333336,3485672.0073224036,3431413.5569105288,"2",42.833333333333336,2776502.89,2685651.1999176252,870958.79753286578,57997.59164290734,3885672.0073224036,26856511.999176249,37558.103290885949,4069989.9108448913,11581286.691622244,-3431413.5569105288,"","","","",""
1406245341.198,"","",16522761.0,27765028.9,1.5271765660724306,36.362838668538117,0.12873860899194312,276.02164523157717,357.98651606671939,53.845329414263766,7.7530260316720447,"",498.0,46858462.696349479,46795112.838392049,"3",510.0,2776502.89,2683832.918408514,870958.79753286578,57997.59164290734,47258462.696349479,26838329.184085138,55740.918381996518,4069989.9108448913,11581286.691622244,-46795112.838392049,"","","","",""
1406245341.216,"","",16522761.0,27765028.9,1.7213702175626733,14.869153626653407,0.22989209655429885,385.65960966323451,592.18671303187602,92.753237750353293,6.3147893805704101,"",1721.8333333333333,177291566.85098141,177179122.81582361,"4",1733.8333333333333,2776502.89,2674014.0829684413,870958.79753286578,57997.59164290734,177691566.85098141,26740140.82968441,153929.27278272482,4069989.9108448913,11581286.691622244,-177179122.81582361,"","","","",""
1406245341.232,"","",16522761.0,27765028.9,2.2679221063789758,21.450380989706019,0.13150129366407887,147.74562400251472,857.75859781627616,50.38385688852118,23.148923311839564,"",1390.4166666666667,144104531.51563403,143989318.07956308,"5",1402.4166666666667,2776502.89,2673460.2027858123,870958.79753286578,57997.59164290734,144504531.51563403,26734602.027858123,159468.07460901022,4069989.9108448913,11581286.691622244,-143989318.07956308,"","","","",""
1406245341.244,"","",16522761.0,27765028.9,2.3392053278261713,8.9342984706447126,0.062185812096471574,395.57918049036789,410.99328358160767,56.231308399616367,6.8339677547980342,"",971.0833333333334,89089830.948234737,89034670.314565539,"6",983.0833333333334,2776502.89,2685470.7632661611,870958.79753286578,57997.59164290734,89489830.948234737,26854707.632661607,39362.469805526467,4069989.9108448913,11581286.691622244,-89034670.314565539,"","","","",""
1406245341.264,"","",16522761.0,27765028.9,1.7925279063183557,29.53613244451731,0.2479412978805012,247.87817084855095,845.39182649940312,73.104699689843017,22.804540097856805,"",2057.1666666666665,231687107.80203235,231526285.04232192,"7",2069.1666666666665,2776502.89,2664338.338057912,870958.79753286578,57997.59164290734,232087107.80203235,26643383.380579118,250686.72188801729,4069989.9108448913,11581286.691622244,-231526285.04232192,"","","","",""
1406245341.271,"","",16522761.0,27765028.9,2.1235138515475263,27.088754773907333,0.22835534101938415,181.40621036407896,176.59649403380229,84.223027705837993,17.467930233801525,"",71.66666666666667,7456406.7650102274,7386826.0207472583,"8",83.66666666666667,2776502.89,2682586.7411474064,870958.79753286578,57997.59164290734,7856406.7650102274,26825867.41147406,68202.690993074211,4069989.9108448913,11581286.691622244,-7386826.0207472583,"","","","",""
1406245341.277,"","",16522761.0,27765028.9,2.2682011949053678,34.662100621539622,0.090620335568059346,241.25444835615895,159.18814627020186,34.742752970821229,19.321358515819746,"",81.16666666666667,8138887.9568536803,8080224.8331732061,"9",93.16666666666667,2776502.89,2684770.2652639053,870958.79753286578,57997.59164290734,8538887.9568536803,26847702.65263905,46367.449828083176,4069989.9108448913,11581286.691622244,-8080224.8331732061,"","","","",""
1406245341.323,"","",16522761.0,27765028.9,1.978913775880037,12.794158662860688,0.13365450500656795,418.25447999243107,900.79641101845391,25.030127984055728,19.279506478207072,"",4375.666666666667,449438578.2930876,449325953.96587259,"10",4387.666666666667,2776502.89,2673978.024557,870958.79753286578,57997.59164290734,449838578.2930876,26739780.245569997,154289.85689713911,4069989.9108448913,11581286.691622244,-449325953.96587259,"","","","",""
1406245341.358,"","",16522761.0,27765028.9,2.0093301770980849,6.8566722356857834,0.16300233638879041,352.1856511641821,923.65074976607048,50.873359089967984,23.747084906539214,"",3717.9166666666665,396591319.12618101,396459139.21881372,"11",3729.9166666666665,2776502.89,2670066.9085265384,870958.79753286578,57997.59164290734,396991319.12618101,26700669.085265383,193401.01720175039,4069989.9108448913,11581286.691622244,-396459139.21881372,"","","","",""
