"timestamp","label","/INPUTS","ga.baselineOceanVoyPowerUse","ga.baselineTotalPowerUse","ga.bladeLength[0]","ga.numBulbs[0]","ga.panelEff[0]","ga.panelRating[0]","ga.surfaceArea[0]","ga.tileCount[0]","ga.turbineCount[0]","/OUTPUTS","Constraint ( ga.breakEvenYear-15<0.0 )[0]","Constraint ( ga.totalInitialInvestment-400000<0.0 )[0]","Objective_0","driver.workflow.itername","ga.breakEvenYear","ga.originalEnergyCost","ga.totalEnergyCost","ga.totalEnergySaved","ga.totalFlowProtein","ga.totalInitialInvestment","ga.totalPowerConsumed","ga.totalPowerProduced","ga.totalPowerProtein","ga.totalPowerSand","ga.year5Roi","/METADATA","retries","max_retries","parent_uuid","msg"
1406245420.577,"","",16522761.0,27765028.9,1.5859296744739997,2.8187100863308423,0.085580522955379365,274.88332613542292,187.49998358668643,70.074718071527911,3.1203750440174503,"",133.75,12848839.724702466,12803407.438659318,"2",148.75,2776502.89,2687416.4327913704,870958.79753286578,57997.59164290734,13248839.724702466,26874164.327913702,19905.774553433104,4069989.9108448913,11581286.691622244,-12803407.438659318,"","","","",""
1406245420.589,"","",16522761.0,27765028.9,2.2497920757303911,6.7634708543137698,0.17109103922843946,187.34713772364427,643.85680047162805,16.552528222035257,2.6754577788236666,"",1017.1666666666667,102295598.53890885,102198099.97824134,"3",1032.1666666666667,2776502.89,2677003.1778664961,870958.79753286578,57997.59164290734,102695598.53890885,26770031.778664958,124038.32380217561,4069989.9108448913,11581286.691622244,-102198099.97824134,"","","","",""
1406245420.595,"","",16522761.0,27765028.9,1.8503123053662052,10.979213375692618,0.12944840599903037,334.42659716234135,147.07842970467556,24.326313417101787,5.9368731574350102,"",95.0,9471057.730104886,9422081.7026711442,"4",110.0,2776502.89,2686707.6845132518,870958.79753286578,57997.59164290734,9871057.730104886,26867076.845132515,26993.257334618338,4069989.9108448913,11581286.691622244,-9422081.7026711442,"","","","",""
1406245420.603,"","",16522761.0,27765028.9,1.9153156768225432,24.665436247267433,0.16132722731842963,352.50436039673872,287.70468783811214,67.723038955376012,17.750607082571705,"",397.8333333333333,38469727.977290399,38398943.683513023,"5",412.8333333333333,2776502.89,2682346.0312445252,870958.79753286578,57997.59164290734,38869727.977290399,26823460.312445249,70609.790021884153,4069989.9108448913,11581286.691622244,-38398943.683513023,"","","","",""
1406245420.621,"","",16522761.0,27765028.9,2.3395191819199304,23.36093706980774,0.24253178273049544,237.08917913370607,839.55057991843614,13.760250114476293,16.470283836704624,"",1940.0833333333333,218626897.31105796,218466742.15020433,"6",1955.0833333333333,2776502.89,2664471.8578292765,870958.79753286578,57997.59164290734,219026897.31105796,26644718.578292765,249351.52417436856,4069989.9108448913,11581286.691622244,-218466742.15020433,"","","","",""
1406245420.637,"","",16522761.0,27765028.9,1.5915351993276228,28.824105988274162,0.13925601154146519,296.97527717678292,614.80578286867217,58.851881629697047,17.361618522113396,"",1506.4166666666667,148346501.11330163,148257652.77959353,"7",1521.4166666666667,2776502.89,2678733.2232583817,870958.79753286578,57997.59164290734,148746501.11330163,26787332.232583817,106737.86988331817,4069989.9108448913,11581286.691622244,-148257652.77959353,"","","","",""
1406245420.657,"","",16522761.0,27765028.9,2.4357653018151018,17.34103210796075,0.21447132541489877,357.50196902271193,710.1990773942066,66.174163305715823,3.4619362453222173,"",2258.0833333333335,236687996.94372508,236566474.73337409,"8",2273.0833333333335,2776502.89,2672198.4479298028,870958.79753286578,57997.59164290734,237087996.94372508,26721984.479298025,172085.62316910835,4069989.9108448913,11581286.691622244,-236566474.73337409,"","","","",""
1406245420.677,"","",16522761.0,27765028.9,1.5545299727915687,5.5165175347045636,0.21061241883904691,353.40134753271127,696.40192527660633,98.758035538543652,10.26254506934157,"",2156.0833333333335,225005194.01309144,224886080.41195214,"9",2171.0833333333335,2776502.89,2672680.1697721388,870958.79753286578,57997.59164290734,225405194.01309144,26726801.697721388,167268.40474574539,4069989.9108448913,11581286.691622244,-224886080.41195214,"","","","",""
1406245420.697,"","",16522761.0,27765028.9,2.4546497761021988,18.180741067401165,0.23267784305328243,356.7519887785906,697.25724069866578,93.505694543415643,0.99598944474104911,"",2154.6666666666665,227268162.52921611,227143481.15966246,"10",2169.6666666666665,2776502.89,2671566.6160892705,870958.79753286578,57997.59164290734,227668162.52921611,26715666.160892703,178403.94157443379,4069989.9108448913,11581286.691622244,-227143481.15966246,"","","","",""
1406245420.711,"","",16522761.0,27765028.9,2.0585216590512303,15.777944604710733,0.063745274698557897,159.80600795025498,779.1736093600822,50.554848515338655,22.780380447518077,"",1344.8333333333333,129432804.45842767,129355408.45344432,"11",1359.8333333333333,2776502.89,2681023.6890033302,870958.79753286578,57997.59164290734,129832804.45842767,26810236.890033301,83833.212433831941,4069989.9108448913,11581286.691622244,-129355408.45344432,"","","","",""
1406245420.718,"","",16522761.0,27765028.9,1.576520944502954,4.0246425871218072,0.14076536315874411,119.83305672675499,369.23122185136117,83.402377888874767,10.777652801170557,"",220.75,21658118.773548931,21590217.658225894,"12",235.75,2776502.89,2682922.6669353931,870958.79753286578,57997.59164290734,22058118.773548931,26829226.669353928,64843.433113207037,4069989.9108448913,11581286.691622244,-21590217.658225894,"","","","",""
1406245420.735,"","",16522761.0,27765028.9,1.8440572514522979,20.423261159742164,0.059506032193793607,440.24351160894798,514.60743568502221,98.974227767913334,4.2372900755496268,"",1701.75,155604339.74278933,155549960.76460528,"13",1716.75,2776502.89,2685627.0943631944,870958.79753286578,57997.59164290734,156004339.74278933,26856270.943631943,37799.158835192909,4069989.9108448913,11581286.691622244,-155549960.76460528,"","","","",""
1406245420.749,"","",16522761.0,27765028.9,2.0022490259303889,23.083489953932474,0.10944251670966301,426.06099840329927,472.20145493270849,49.732274996846961,24.855484072196106,"",1305.25,126065699.7482384,125986730.12102206,"14",1320.25,2776502.89,2680708.9645567331,870958.79753286578,57997.59164290734,126465699.7482384,26807089.645567328,86980.456899805446,4069989.9108448913,11581286.691622244,-125986730.12102206,"","","","",""
1406245420.759,"","",16522761.0,27765028.9,2.3901267356097344,5.1821749449211829,0.093043443295466516,336.72801829837988,397.02212042139331,88.845381910083717,1.8633438127416468,"",760.3333333333334,70494242.614007965,70437008.932080463,"15",775.3333333333334,2776502.89,2685056.1536145005,870958.79753286578,57997.59164290734,70894242.614007965,26850561.536145005,43508.566322127488,4069989.9108448913,11581286.691622244,-70437008.932080463,"","","","",""
1406245420.777,"","",16522761.0,27765028.9,2.0974362424836692,18.96981933246613,0.12239939866825553,202.9291818601088,811.86529648379167,68.267953010230585,10.905179825046135,"",1772.3333333333333,177238188.36597556,177141238.05161864,"16",1787.3333333333333,2776502.89,2677112.8271286171,870958.79753286578,57997.59164290734,177638188.36597556,26771128.271286167,122941.83118096901,4069989.9108448913,11581286.691622244,-177141238.05161864,"","","","",""
1406245420.786,"","",16522761.0,27765028.9,1.8022842854575183,14.570364919586808,0.11139714467885456,237.24497313626239,398.87987150246096,95.969207926576061,4.81377499892284,"",530.3333333333334,49997456.386783503,49935374.882589251,"17",545.3333333333334,2776502.89,2684086.5891611506,870958.79753286578,57997.59164290734,50397456.386783503,26840865.891611505,53204.210855627847,4069989.9108448913,11581286.691622244,-49935374.882589251,"","","","",""
1406245420.792,"","",16522761.0,27765028.9,2.3724895031255011,33.276348269367801,0.11862322862007094,262.28873731243118,179.72480581919268,84.852206079640837,21.593532174526516,"",110.33333333333333,11274669.501385814,11208832.276462676,"18",125.33333333333333,2776502.89,2683335.4450153727,870958.79753286578,57997.59164290734,11674669.501385814,26833354.450153727,60715.652313408267,4069989.9108448913,11581286.691622244,-11208832.276462676,"","","","",""
1406245420.801,"","",16522761.0,27765028.9,1.9730082672715845,18.958775925661634,0.16963253628474884,395.21766036097472,304.3773134192399,23.657731108173373,6.7607113892361657,"",504.5,48180330.618143976,48112699.448437497,"19",519.5,2776502.89,2682976.6560587045,870958.79753286578,57997.59164290734,48580330.618143976,26829766.560587045,64303.541880089579,4069989.9108448913,11581286.691622244,-48112699.448437497,"","","","",""
1406245420.808,"","",16522761.0,27765028.9,1.6016086194681258,21.884220517328412,0.22151320725323573,123.33814153402892,386.14775924177604,13.378027888847889,7.7788081768921016,"",236.33333333333334,23976642.435556691,23891550.03520073,"20",251.33333333333334,2776502.89,2679484.4099288075,870958.79753286578,57997.59164290734,24376642.435556691,26794844.099288072,99226.0031790637,4069989.9108448913,11581286.691622244,-23891550.03520073,"","","","",""
1406245420.813,"","",16522761.0,27765028.9,1.8612493473805325,4.0068961328254851,0.1875008575013731,139.93849602134219,53.108213049276401,77.684284712990689,18.449774611099716,"",-4.166666666666666,571742.10483084829,520974.39390577213,"21",10.833333333333334,2776502.89,2686349.3478149851,870958.79753286578,57997.59164290734,971742.10483084829,26863493.47814985,30576.624317284266,4069989.9108448913,11581286.691622244,-520974.39390577213,"","","","",""
1406245420.828,"","",16522761.0,27765028.9,2.1021695714382229,22.037701134520308,0.053007757891141108,391.80962561642195,497.7357364480589,90.574868550292479,5.3213689776767072,"",1418.3333333333333,129595820.27637549,129542344.24161145,"22",1433.3333333333333,2776502.89,2685807.6830471936,870958.79753286578,57997.59164290734,129995820.27637549,26858076.830471933,35993.271995200681,4069989.9108448913,11581286.691622244,-129542344.24161145,"","","","",""
